what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jsf.core,1.3.5.v201110061050,"org.eclipse.jst.jsf.core",1400229362068
started,bundle,org.jboss.tools.jst.web.kb,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.web.kb",1400229362076
started,bundle,org.jboss.tools.cdi.core,1.1.1.v20111025-1225-H178-Final,"org.jboss.tools.cdi.core",1400229362119
started,bundle,org.jboss.tools.esb.validator,1.3.0.v20111111-0222-H200-Final,"org.jboss.tools.esb.validator",1400229362142
started,bundle,org.eclipse.wst.wsi.ui,1.0.501.v201004201506,"org.eclipse.wst.wsi.ui",1400229362182
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1400229362349
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1400229362354
started,bundle,org.jboss.ide.eclipse.archives.ui,3.2.0.v20111025-0345-H201-Final,"org.jboss.ide.eclipse.archives.ui",1400229362358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229373419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229374222
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229374294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229375991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229376262
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229380427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229384693
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229385115
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229385168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229387029
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229387316
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229388647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229400563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229400972
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229401014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229402663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229402959
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229435217
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1400229520853
started,bundle,org.eclipse.wst.html.core,1.1.406.v201109271810,"org.eclipse.wst.html.core",1400229521193
started,bundle,org.eclipse.wst.css.core,1.1.403.v201103021532,"org.eclipse.wst.css.core",1400229521809
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.406.v201110060300,"org.eclipse.jst.j2ee.J2EEPerspective",1400229549380
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1400229549387
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1400229558665
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.203.v201109140236,"org.eclipse.wst.ws.service.policy.ui",1400229559048
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1400229559073
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1400229559843
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1400229559861
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229561988
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.104.v201110061300,"org.eclipse.wst.common.project.facet.ui",1400229568863
started,bundle,org.jboss.tools.portlet.core,1.2.0.v20111025-0629-H191-Final,"org.jboss.tools.portlet.core",1400229568927
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229579935
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1400229579944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229583385
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1400229591649
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1400229591665
started,bundle,org.eclipse.jst.server.ui,1.1.102.v20110406,"org.eclipse.jst.server.ui",1400229605771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229618253
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1400229618269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229621989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229639601
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1400229639619
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229642519
started,bundle,org.eclipse.pde,3.6.1.v201102101200,"org.eclipse.pde",1400229649288
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1400229649325
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1400229649341
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1400229649744
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229658149
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1400229658160
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229661172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229667148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1400229667159
started,bundle,org.drools.eclipse,5.2.1.Final,"org.drools.eclipse",1400229668181
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229670350
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229672223
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1400229672235
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAutomatically",1400229676034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229679005
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229681536
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1400229681546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229681810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229682486
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229682552
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1400229689753
error,log,,,"Errors occurred during the build.",1400229691163
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229695636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229769257
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229884929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229898872
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229936799
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1400229936813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229941489
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229946986
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1400229947000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229947270
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229947824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229947835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400229955598
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400230013754
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400230171142
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400230180439
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400230207837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400230208373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400230214933
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400230225452
started,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1400230225517
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1400230225550
started,bundle,org.eclipse.wst.server.http.core,1.0.200.v20090429,"org.eclipse.wst.server.http.core",1400230225562
started,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1400230225585
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.205.v20111005,"org.eclipse.jst.server.tomcat.core",1400230225615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1400230228357
executed,command,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.launchShortcut.run",1400230228469
started,bundle,org.eclipse.rse.services,3.2.2.R32x_v201102011435,"org.eclipse.rse.services",1400230228676
started,bundle,org.jboss.ide.eclipse.as.rse.core,0.9.0.v20111110-1751-H262-Final,"org.jboss.ide.eclipse.as.rse.core",1400230228696
started,bundle,org.jboss.ide.eclipse.freemarker,1.1.0.v20111025-0320-H192-Final,"org.jboss.ide.eclipse.freemarker",1400230234676
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400230235303
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1400230237412
