what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403536066159
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403536071721
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1403536076439
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403536090722
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1403536100727
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403536111365
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1403536115013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536118022
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536119410
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1403536119419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536119699
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536120547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536120561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536121937
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1403536121967
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536122649
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1403536126697
error,log,,,"Errors occurred during the build.",1403536127900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536129705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536144890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536150895
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403536151015
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1403536183658
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1403536184768
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.AllMarkersView",1403536185491
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1403536187337
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403536188940
started,bundle,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets",1403536189934
started,bundle,org.eclipse.draw2d,3.9.0.201308190730,"org.eclipse.draw2d",1403536189949
opened,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1403536190184
activated,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1403536190246
started,bundle,org.eclipse.datatools.connectivity,1.2.2.v201010220354,"org.eclipse.datatools.connectivity",1403536190965
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.1.v201010211415,"org.eclipse.datatools.connectivity.ui",1403536190966
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.ui.dse",1403536190966
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201006242214,"org.eclipse.datatools.enablement.ingres.ui",1403536190980
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.1.v201010090204,"org.eclipse.datatools.connectivity.sqm.core",1403536191043
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.0.v201002281800,"org.eclipse.datatools.connectivity.sqm.core.ui",1403536191045
opened,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1403536191075
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1403536191122
activated,view,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1403536191989
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403536192888
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1403536194697
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403536196738
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536206673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536255836
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1403536255885
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1403536270099
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536272834
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536273856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536274210
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536283706
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403536288714
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536311055
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536362882
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1403536362947
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1403536370994
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1403536372294
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1403536374800
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536376059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536398977
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403536399014
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1403536416120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536429912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536444880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403536454016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536498901
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536499866
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1403536499878
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536500147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536500913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536500925
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536547606
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1403536547849
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403536549328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1403536555800
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1403536561438
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1403536600790
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536606401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536652630
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1403536652847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536660544
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536661549
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1403536661557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536661823
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536662574
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536662584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536672598
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536680820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536810135
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1403536810213
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536813519
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536814614
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536814967
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536830055
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403536830060
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403536897264
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1403536902263
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1403536903719
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1403536904814
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1403536905824
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1403536911095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536918482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536932893
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1403536932905
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403536940509
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1403536953740
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536955715
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536968789
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536968802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1403536972210
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1403536972271
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1403536986768
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1403537012643
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1403537014264
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1403537022680
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1403537022786
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1403537022849
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1403537025945
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1403537026865
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1403537029072
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1403537030073
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1403537031192
